accelerometer_X,accelerometer_Y,accelerometer_Z,name_id,file_id
1.7573439999999998,-5.875371,-3.878607,2,0
2.461239,12.98615,1.762132,2,0
22.682667,22.922087,-1.73819,2,0
11.87524,4.611233,-8.389283,2,0
-5.295974,4.783615,-1.273715,2,0
1.221043,-7.733271,-7.101202000000001,2,0
11.415554,28.538884999999997,9.227253,2,0
15.102624,23.15672,12.014104,2,0
2.394202,-5.27682,1.115698,2,0
0.871489,27.854143,-4.49631,2,0
1.192313,14.073117000000002,-9.667787,2,0
10.529699,-8.437167,-0.215478,2,0
5.688624,13.096283,5.185841,2,0
27.087997,29.836542,7.393294999999999,2,0
0.871489,-4.707,-6.493075,2,0
-2.700659,5.803545,3.375825,2,0
6.655881,0.440533,-2.0302830000000003,2,0
23.491907,22.443247,7.752425,2,0
-3.2561139999999997,11.195287,-2.212242,2,0
24.83266,21.820757,-0.881066,2,0
13.833697,3.979163,-4.237737,2,0
-1.426944,6.493075,-3.122039,2,0
11.45865,-9.452309,0.8044520000000001,2,0
4.927267,23.295582,9.011775,2,0
1.25935,20.853497,1.316811,2,0
3.5529949999999997,-3.026271,-2.5953150000000003,2,0
0.493206,11.597513,-1.163582,2,0
16.122555,18.92377,-3.438074,2,0
7.163452,4.156333999999999,-5.5545480000000005,2,0
6.019023000000001,10.955867,1.819593,2,0
2.0781669999999997,10.443508,3.4811690000000004,2,1
22.7928,29.338547,14.987702,2,1
0.8379709999999999,3.892972,-8.231264999999999,2,1
3.615245,16.366761999999998,10.888829,2,1
7.398083,12.933477,12.990938,2,1
3.136404,-4.673482,-7.963114,2,1
-2.82037,6.373365,-3.3375169999999996,2,1
7.431602000000001,-3.873818,2.882619,2,1
15.50485,8.030153,5.717354,2,1
-0.387861,10.941502,4.266468,2,1
2.035071,-11.109096,-4.94642,2,1
14.9063,11.286267,7.28795,2,1
-2.236184,6.612785000000001,1.345541,2,1
10.486604,-4.333505000000001,0.632069,2,1
1.374272,2.710236,-1.541866,2,1
23.879768,20.226215,-13.977348999999998,2,1
7.177817,-4.82671,-7.479486,2,1
-2.2313959999999997,6.799533,1.053449,2,1
5.54976,0.684742,-2.8682540000000003,2,1
11.329363,16.184803,5.166688,2,1
-7.656657000000001,4.548983,-2.006341,2,1
4.88896,-8.149861999999999,-4.529829,2,1
2.121263,15.116989000000002,11.774684,2,1
15.533581,20.891804,6.042965000000001,2,1
5.597644,-2.293645,-1.211466,2,1
5.655105000000001,18.11453,-0.493206,2,1
3.5194769999999997,16.371551999999998,11.314998,2,1
3.610456,-4.879383,-8.317456,2,1
-1.886631,7.225700999999999,4.185065,2,1
0.799663,7.594408,-2.542642,2,1
5.932832,-1.594538,0.8236049999999999,2,2
-3.782838,7.872135000000001,-3.77805,2,2
5.932832,0.062249,-7.541735000000001,2,2
32.082302,21.859062,-22.026655,2,2
3.035848,13.733141,-8.820239,2,2
2.557007,-6.095637,-5.549759,2,2
3.093309,9.303867,-2.834735,2,2
2.140417,15.169662,-4.314351,2,2
8.384495,11.018116,6.33027,2,2
-5.2241480000000005,6.325481,-0.914585,2,2
15.342045,26.877308000000003,15.80652,2,2
8.303091,5.746084,-2.87783,2,2
-3.845088,5.1906300000000005,-12.837709,2,2
7.350199000000001,-10.04607,-0.976834,2,2
-2.695871,10.237606,2.614468,2,2
24.392126,21.064186,10.275913,2,2
11.81778,8.705316999999999,-2.0494369999999997,2,2
-3.3854010000000003,6.172251999999999,-3.462016,2,2
4.606444000000001,-11.563994,-2.552219,2,2
6.540959,26.379314,10.577583,2,2
