accelerometer_X,accelerometer_Y,accelerometer_Z,name_id,file_id
3.907337,-4.984728,-3.821146,3,0
0.354342,-9.56723,-5.7700260000000005,3,0
0.9912,-10.290278,-5.099648999999999,3,0
-2.389413,-12.220005,-6.330269,3,0
-1.7860740000000002,-18.737022,6.244078,3,0
4.644751,-11.018116,-1.04866,3,0
-2.269703,-2.782062,2.39899,3,0
1.479617,-9.251195,-0.857124,3,0
5.152323,-11.702858,-2.27928,3,0
1.637634,-22.720974,-10.491392,3,0
-2.346318,-3.270479,1.063026,3,0
-1.685518,-7.580042,-1.623269,3,0
-1.80044,-7.465121000000001,-3.0693669999999997,3,0
-0.124498,-12.559982000000002,6.7516490000000005,3,0
1.7525560000000002,-17.501614,-3.801992,3,0
2.331953,-9.744401,-7.407660000000001,3,0
3.222596,-8.920795,-3.08852,3,0
-3.4572269999999996,-2.715025,0.148441,3,0
2.264915,-9.931149,-4.659116,3,0
0.9912,-10.903194,-8.183380999999999,3,0
2.226608,-8.044516999999999,-2.341529,3,0
-1.647211,-11.851298,6.775591,3,0
8.39886,-13.771448,-2.566584,3,0
2.494758,-10.328587,-8.690952000000001,3,0
0.8236049999999999,-7.383717999999999,-3.5960910000000004,3,0
-6.224924,-12.23437,-26.230873,3,0
1.273715,-6.502651,-3.5721489999999996,3,0
0.7230489999999999,-6.871359,-4.079719,3,0
2.226608,-7.575253999999999,-12.555194,3,0
3.284845,-11.96622,-3.892972,3,0
-3.318364,-8.346186999999999,1.551443,3,1
2.236184,-10.175357,3.4237089999999997,3,1
-9.528923,-19.484013,4.113238,3,1
-3.864241,-19.670761,-13.962984,3,1
1.963245,-10.242394,-2.3606830000000003,3,1
3.878607,-11.48738,-12.65575,3,1
3.026271,-8.432379,-7.244853999999999,3,1
-5.023035,-16.223110000000002,-12.464214,3,1
-0.4548979999999999,-14.882357999999998,-6.933608,3,1
9.035717,-13.206416,12.617443,3,1
-1.273715,-5.353435,-0.641646,3,1
-0.794875,-9.160215,-0.1819589999999999,3,1
2.336741,-11.722012,-1.321599,3,1
-6.1578870000000006,-1.489193,-0.54109,3,1
-6.904877000000001,-20.159178,-0.866701,3,1
-1.958457,-8.978256,-4.625597,3,1
0.196325,-2.643199,-0.114922,3,1
-1.728614,-4.9943040000000005,-1.192312,3,1
0.746991,-5.238512999999999,-1.043872,3,1
-1.197101,-3.68707,2.882619,3,1
-0.344765,-9.696517,0.679953,3,1
-5.386954,-16.323667999999998,4.266468,3,1
-3.787627,-8.633492,0.895431,3,1
-2.30801,-13.445837,-2.834735,3,1
-0.545878,-3.653551999999999,6.670246000000001,3,1
2.844312,-10.486604,-1.580173,3,1
2.566584,-10.323798,-1.16837,3,1
2.63841,-7.168239999999999,-0.71826,3,1
3.907337,-4.984728,-3.821146,3,1
0.354342,-9.56723,-5.7700260000000005,3,1
5.923255,-18.195932,10.486604,3,2
2.5953150000000003,-7.762002000000001,-10.606314,3,2
-6.287173,-20.60929,-38.08696,3,2
1.4987700000000002,-14.719551999999998,-5.9759269999999995,3,2
4.936844000000001,-19.177555,17.492037,3,2
5.0086699999999995,-9.591172,-1.522712,3,2
0.21069,-4.065354,1.5370780000000002,3,2
-0.47884,-12.210428,-0.301669,3,2
-0.153229,-10.213664,-1.7525560000000002,3,2
0.6272810000000001,-7.627927000000001,-3.270479,3,2
1.177947,-5.415684,-2.059013,3,2
3.466804,-5.406107,-2.633622,3,2
0.057461,-6.445191,-3.0693669999999997,3,2
5.88016,-6.900089,-3.509899,3,2
4.774039,-9.251195,-2.600103,3,2
0.766145,-4.089296,-0.833182,3,2
5.865794,-9.840169,-1.23062,3,2
-1.446098,-4.903325,-0.512359,3,2
2.600103,-7.929596000000001,0.5841850000000001,3,2
-1.766921,-5.295974,0.766145,3,2
0.430956,-7.699753,-0.579397,3,2
0.8475469999999999,-9.337387,-3.797204,3,2
-1.8579,-7.623138000000001,9.021352,3,2
0.272939,-11.860875,-2.9209259999999997,3,2
2.499547,-7.843405000000001,-3.620033,3,2
-4.76925,-9.648633,-12.382812,3,2
2.475605,-9.993398,-6.62715,3,2
2.748544,-6.9096660000000005,-3.39019,3,2
1.264139,-7.517792999999999,0.493206,3,2
-1.086968,-5.717354,2.499547,3,2
-1.101333,-13.939042,-0.948104,3,3
1.532289,-6.2153480000000005,-5.928043,3,3
2.652776,-5.865794,-3.227384,3,3
-0.737414,-3.86903,-1.4987700000000002,3,3
3.677494,-6.8761470000000005,-2.782062,3,3
0.612916,-3.744531,-0.507571,3,3
